Index    name         key              s           l     floor.x         floor.y         floor.z         floor.theta     floor.phi       floor.psi       spin.x          spin.y          spin.z
   2549  PAC343       Marker             440.964   0.000  -15.0129999603    0.0000000000 -165.7938583666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2550  AK343        Lcavity            441.003   0.039  -15.0129999603    0.0000000000 -165.8328583666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2551  LAC4MM       Drift              441.135   0.132  -15.0129999603    0.0000000000 -165.9647971666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2552  AK344        Lcavity            441.174   0.039  -15.0129999603    0.0000000000 -166.0037971666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2553  PAC344       Marker             441.174   0.000  -15.0129999603    0.0000000000 -166.0037971666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2554  AC344        Lcavity            443.063   1.889  -15.0129999603    0.0000000000 -167.8932463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2555  PAC344       Marker             443.063   0.000  -15.0129999603    0.0000000000 -167.8932463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2556  AK344        Lcavity            443.102   0.039  -15.0129999603    0.0000000000 -167.9322463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2557  LA344        Drift              443.137   0.035  -15.0129999603    0.0000000000 -167.9672463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2558  LFL344       Drift              443.192   0.055  -15.0129999603    0.0000000000 -168.0222463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2559  LSPD1        Drift              443.242   0.050  -15.0129999603    0.0000000000 -168.0722463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2560  SP344        Monitor            443.242   0.000  -15.0129999603    0.0000000000 -168.0722463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2561  LSPD2        Drift              443.292   0.050  -15.0129999603    0.0000000000 -168.1222463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2562  LDS1         Drift              443.381   0.088  -15.0129999603    0.0000000000 -168.2107463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2563  PF344        Quadrupole         443.592   0.211  -15.0129999603    0.0000000000 -168.4217463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2564  LDS2         Drift              443.776   0.184  -15.0129999603    0.0000000000 -168.6062463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2565  PX344        Sbend              443.856   0.080  -15.0129999603    0.0000000000 -168.6862463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2566  LDS3         Drift              443.976   0.120  -15.0129999603    0.0000000000 -168.8062463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2567  PY344        Sbend              444.056   0.080  -15.0129999603    0.0000000000 -168.8862463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2568  LDS4         Drift              444.241   0.184  -15.0129999603    0.0000000000 -169.0707463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2569  PD344        Quadrupole         444.452   0.211  -15.0129999603    0.0000000000 -169.2817463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2570  LDS5         Drift              444.533   0.081  -15.0129999603    0.0000000000 -169.3627463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2571  LDS344       Drift              444.538   0.005  -15.0129999603    0.0000000000 -169.3677553666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2572  GV350        Drift              444.616   0.078  -15.0129999603    0.0000000000 -169.4457553666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2573  LA351        Drift              444.722   0.106  -15.0129999603    0.0000000000 -169.5517253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2574  AK351        Lcavity            444.761   0.039  -15.0129999603    0.0000000000 -169.5907253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2575  PAC351       Marker             444.761   0.000  -15.0129999603    0.0000000000 -169.5907253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2576  AC351        Lcavity            445.320   0.560  -15.0129999603    0.0000000000 -170.1505621666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2577  SX351        Sbend              445.320   0.000  -15.0129999603    0.0000000000 -170.1505621666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2578  SY351        Sbend              445.320   0.000  -15.0129999603    0.0000000000 -170.1505621666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2579  AC3512       Lcavity            446.650   1.330  -15.0129999603    0.0000000000 -171.4801745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2580  PAC351       Marker             446.650   0.000  -15.0129999603    0.0000000000 -171.4801745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2581  AK351        Lcavity            446.689   0.039  -15.0129999603    0.0000000000 -171.5191745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2582  LAC4MM       Drift              446.821   0.132  -15.0129999603    0.0000000000 -171.6511133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2583  AK352        Lcavity            446.860   0.039  -15.0129999603    0.0000000000 -171.6901133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2584  PAC352       Marker             446.860   0.000  -15.0129999603    0.0000000000 -171.6901133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2585  AC352        Lcavity            448.749   1.889  -15.0129999603    0.0000000000 -173.5795625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2586  PAC352       Marker             448.749   0.000  -15.0129999603    0.0000000000 -173.5795625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2587  AK352        Lcavity            448.788   0.039  -15.0129999603    0.0000000000 -173.6185625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2588  LA352        Drift              448.823   0.035  -15.0129999603    0.0000000000 -173.6535625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2589  LL2745       Drift              448.866   0.043  -15.0129999603    0.0000000000 -173.6960625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2590  LL2746       Drift              448.913   0.047  -15.0129999603    0.0000000000 -173.7435533666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2591  WS352        Drift              448.913   0.000  -15.0129999603    0.0000000000 -173.7435533666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2592  LL2748       Drift              448.974   0.061  -15.0129999603    0.0000000000 -173.8044395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2593  CM352        Drift              448.974   0.000  -15.0129999603    0.0000000000 -173.8044395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2594  LL2750       Drift              449.044   0.070  -15.0129999603    0.0000000000 -173.8744395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2595  SC352        Drift              449.044   0.000  -15.0129999603    0.0000000000 -173.8744395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2596  LL2752       Drift              449.087   0.043  -15.0129999603    0.0000000000 -173.9169395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2597  LL2753       Drift              449.129   0.043  -15.0129999603    0.0000000000 -173.9594395666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2598  LA353        Drift              449.235   0.106  -15.0129999603    0.0000000000 -174.0654095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2599  AK353        Lcavity            449.274   0.039  -15.0129999603    0.0000000000 -174.1044095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2600  PAC353       Marker             449.274   0.000  -15.0129999603    0.0000000000 -174.1044095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2601  AC353        Lcavity            449.834   0.560  -15.0129999603    0.0000000000 -174.6642463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2602  SX353        Sbend              449.834   0.000  -15.0129999603    0.0000000000 -174.6642463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2603  SY353        Sbend              449.834   0.000  -15.0129999603    0.0000000000 -174.6642463666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2604  AC3532       Lcavity            451.164   1.330  -15.0129999603    0.0000000000 -175.9938587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2605  PAC353       Marker             451.164   0.000  -15.0129999603    0.0000000000 -175.9938587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2606  AK353        Lcavity            451.203   0.039  -15.0129999603    0.0000000000 -176.0328587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2607  LAC4MM       Drift              451.335   0.132  -15.0129999603    0.0000000000 -176.1647975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2608  AK354        Lcavity            451.374   0.039  -15.0129999603    0.0000000000 -176.2037975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2609  PAC354       Marker             451.374   0.000  -15.0129999603    0.0000000000 -176.2037975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2610  AC354        Lcavity            453.263   1.889  -15.0129999603    0.0000000000 -178.0932467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2611  PAC354       Marker             453.263   0.000  -15.0129999603    0.0000000000 -178.0932467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2612  AK354        Lcavity            453.302   0.039  -15.0129999603    0.0000000000 -178.1322467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2613  LA354        Drift              453.337   0.035  -15.0129999603    0.0000000000 -178.1672467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2614  LL2766       Drift              453.581   0.243  -15.0129999603    0.0000000000 -178.4107253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2615  LL2767       Drift              453.581   0.000  -15.0129999603    0.0000000000 -178.4107253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2616  LL2768       Drift              453.616   0.035  -15.0129999603    0.0000000000 -178.4457553666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2617  LA361        Drift              453.722   0.106  -15.0129999603    0.0000000000 -178.5517253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2618  AK361        Lcavity            453.761   0.039  -15.0129999603    0.0000000000 -178.5907253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2619  PAC361       Marker             453.761   0.000  -15.0129999603    0.0000000000 -178.5907253666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2620  AC361        Lcavity            455.650   1.889  -15.0129999603    0.0000000000 -180.4801745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2621  PAC361       Marker             455.650   0.000  -15.0129999603    0.0000000000 -180.4801745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2622  AK361        Lcavity            455.689   0.039  -15.0129999603    0.0000000000 -180.5191745666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2623  LAC4MM       Drift              455.821   0.132  -15.0129999603    0.0000000000 -180.6511133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2624  AK362        Lcavity            455.860   0.039  -15.0129999603    0.0000000000 -180.6901133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2625  PAC362       Marker             455.860   0.000  -15.0129999603    0.0000000000 -180.6901133666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2626  AC362        Lcavity            457.749   1.889  -15.0129999603    0.0000000000 -182.5795625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2627  PAC362       Marker             457.749   0.000  -15.0129999603    0.0000000000 -182.5795625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2628  AK362        Lcavity            457.788   0.039  -15.0129999603    0.0000000000 -182.6185625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2629  LA362        Drift              457.823   0.035  -15.0129999603    0.0000000000 -182.6535625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2630  LL2778       Drift              457.913   0.090  -15.0129999603    0.0000000000 -182.7435533666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2631  WS362        Drift              457.913   0.000  -15.0129999603    0.0000000000 -182.7435533666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2632  LA363        Drift              458.235   0.322  -15.0129999603    0.0000000000 -183.0654095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2633  AK363        Lcavity            458.274   0.039  -15.0129999603    0.0000000000 -183.1044095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2634  PAC363       Marker             458.274   0.000  -15.0129999603    0.0000000000 -183.1044095666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2635  AC363        Lcavity            460.164   1.889  -15.0129999603    0.0000000000 -184.9938587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2636  PAC363       Marker             460.164   0.000  -15.0129999603    0.0000000000 -184.9938587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2637  AK363        Lcavity            460.203   0.039  -15.0129999603    0.0000000000 -185.0328587666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2638  LAC4MM       Drift              460.335   0.132  -15.0129999603    0.0000000000 -185.1647975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2639  AK364        Lcavity            460.374   0.039  -15.0129999603    0.0000000000 -185.2037975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2640  PAC364       Marker             460.374   0.000  -15.0129999603    0.0000000000 -185.2037975666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2641  AC364        Lcavity            462.263   1.889  -15.0129999603    0.0000000000 -187.0932467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2642  PAC364       Marker             462.263   0.000  -15.0129999603    0.0000000000 -187.0932467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2643  AK364        Lcavity            462.302   0.039  -15.0129999603    0.0000000000 -187.1322467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2644  LA364        Drift              462.337   0.035  -15.0129999603    0.0000000000 -187.1672467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2645  LFL364       Drift              462.392   0.055  -15.0129999603    0.0000000000 -187.2222467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2646  LSPD1        Drift              462.442   0.050  -15.0129999603    0.0000000000 -187.2722467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2647  SP364        Monitor            462.442   0.000  -15.0129999603    0.0000000000 -187.2722467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2648  LSPD2        Drift              462.492   0.050  -15.0129999603    0.0000000000 -187.3222467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2649  LDS1         Drift              462.581   0.088  -15.0129999603    0.0000000000 -187.4107467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2650  PF364        Quadrupole         462.792   0.211  -15.0129999603    0.0000000000 -187.6217467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2651  LDS2         Drift              462.976   0.184  -15.0129999603    0.0000000000 -187.8062467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2652  PX364        Sbend              463.056   0.080  -15.0129999603    0.0000000000 -187.8862467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2653  LDS3         Drift              463.176   0.120  -15.0129999603    0.0000000000 -188.0062467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2654  PY364        Sbend              463.256   0.080  -15.0129999603    0.0000000000 -188.0862467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2655  LDS4         Drift              463.441   0.184  -15.0129999603    0.0000000000 -188.2707467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2656  PD364        Quadrupole         463.652   0.211  -15.0129999603    0.0000000000 -188.4817467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2657  LDS5         Drift              463.733   0.081  -15.0129999603    0.0000000000 -188.5627467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2658  LDS364       Drift              463.738   0.005  -15.0129999603    0.0000000000 -188.5677557666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2659  GV370        Drift              463.816   0.078  -15.0129999603    0.0000000000 -188.6457557666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2660  LA371        Drift              463.922   0.106  -15.0129999603    0.0000000000 -188.7517257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2661  AK371        Lcavity            463.961   0.039  -15.0129999603    0.0000000000 -188.7907257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2662  PAC371       Marker             463.961   0.000  -15.0129999603    0.0000000000 -188.7907257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2663  AC371        Lcavity            464.520   0.560  -15.0129999603    0.0000000000 -189.3505625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2664  SX371        Sbend              464.520   0.000  -15.0129999603    0.0000000000 -189.3505625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2665  SY371        Sbend              464.520   0.000  -15.0129999603    0.0000000000 -189.3505625666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2666  AC3712       Lcavity            465.850   1.330  -15.0129999603    0.0000000000 -190.6801749666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2667  PAC371       Marker             465.850   0.000  -15.0129999603    0.0000000000 -190.6801749666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2668  AK371        Lcavity            465.889   0.039  -15.0129999603    0.0000000000 -190.7191749666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2669  LAC4MM       Drift              466.021   0.132  -15.0129999603    0.0000000000 -190.8511137666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2670  AK372        Lcavity            466.060   0.039  -15.0129999603    0.0000000000 -190.8901137666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2671  PAC372       Marker             466.060   0.000  -15.0129999603    0.0000000000 -190.8901137666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2672  AC372        Lcavity            467.949   1.889  -15.0129999603    0.0000000000 -192.7795629666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2673  PAC372       Marker             467.949   0.000  -15.0129999603    0.0000000000 -192.7795629666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2674  AK372        Lcavity            467.988   0.039  -15.0129999603    0.0000000000 -192.8185629666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2675  LA372        Drift              468.023   0.035  -15.0129999603    0.0000000000 -192.8535629666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2676  LL2814       Drift              468.066   0.043  -15.0129999603    0.0000000000 -192.8960629666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2677  LL2815       Drift              468.113   0.047  -15.0129999603    0.0000000000 -192.9435537666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2678  WS372        Drift              468.113   0.000  -15.0129999603    0.0000000000 -192.9435537666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2679  LL2817       Drift              468.174   0.061  -15.0129999603    0.0000000000 -193.0044399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2680  CM372        Drift              468.174   0.000  -15.0129999603    0.0000000000 -193.0044399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2681  LL2819       Drift              468.244   0.070  -15.0129999603    0.0000000000 -193.0744399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2682  SC372        Drift              468.244   0.000  -15.0129999603    0.0000000000 -193.0744399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2683  LL2821       Drift              468.287   0.043  -15.0129999603    0.0000000000 -193.1169399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2684  LL2822       Drift              468.329   0.043  -15.0129999603    0.0000000000 -193.1594399666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2685  LA373        Drift              468.435   0.106  -15.0129999603    0.0000000000 -193.2654099666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2686  AK373        Lcavity            468.474   0.039  -15.0129999603    0.0000000000 -193.3044099666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2687  PAC373       Marker             468.474   0.000  -15.0129999603    0.0000000000 -193.3044099666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2688  AC373        Lcavity            469.034   0.560  -15.0129999603    0.0000000000 -193.8642467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2689  SX373        Sbend              469.034   0.000  -15.0129999603    0.0000000000 -193.8642467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2690  SY373        Sbend              469.034   0.000  -15.0129999603    0.0000000000 -193.8642467666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2691  AC3732       Lcavity            470.364   1.330  -15.0129999603    0.0000000000 -195.1938591666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2692  PAC373       Marker             470.364   0.000  -15.0129999603    0.0000000000 -195.1938591666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2693  AK373        Lcavity            470.403   0.039  -15.0129999603    0.0000000000 -195.2328591666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2694  LAC4MM       Drift              470.535   0.132  -15.0129999603    0.0000000000 -195.3647979666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2695  AK374        Lcavity            470.574   0.039  -15.0129999603    0.0000000000 -195.4037979666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2696  PAC374       Marker             470.574   0.000  -15.0129999603    0.0000000000 -195.4037979666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2697  AC374        Lcavity            472.463   1.889  -15.0129999603    0.0000000000 -197.2932471666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2698  PAC374       Marker             472.463   0.000  -15.0129999603    0.0000000000 -197.2932471666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2699  AK374        Lcavity            472.502   0.039  -15.0129999603    0.0000000000 -197.3322471666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2700  LA374        Drift              472.537   0.035  -15.0129999603    0.0000000000 -197.3672471666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2701  LL2835       Drift              472.781   0.243  -15.0129999603    0.0000000000 -197.6107257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2702  LL2836       Drift              472.781   0.000  -15.0129999603    0.0000000000 -197.6107257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2703  LL2837       Drift              472.816   0.035  -15.0129999603    0.0000000000 -197.6457557666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2704  LA381        Drift              472.922   0.106  -15.0129999603    0.0000000000 -197.7517257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
   2705  AK381        Lcavity            472.961   0.039  -15.0129999603    0.0000000000 -197.7907257666   -3.1415926536    0.0000000000    0.0000000000   -0.0000000000    1.0000000000    0.0000000000
