  Index  name               key              s          l      floor.x     floor.y     floor.z     floor.theta floor.phi   floor.psi     spin.x          spin.y          spin.z
   2409  LXW0               Drift              790.658   0.154 -5.1004E+02 -2.1264E-12 -4.2904E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341814    0.9999625315    0.0006216890
   2410  BW2ORE             Sbend              791.004   0.346 -5.1039E+02 -2.1287E-12 -4.2902E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233841
   2411  LXW1               Drift              791.258   0.254 -5.1064E+02 -2.1304E-12 -4.2901E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233841
   2412  BW2ORE_INVERSE     Sbend              791.604   0.346 -5.1099E+02 -2.1327E-12 -4.2899E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923367    0.9999625315    0.0027966417
   2413  LXW0               Drift              791.758   0.154 -5.1114E+02 -2.1337E-12 -4.2898E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923367    0.9999625315    0.0027966417
   2414  BW1ORE_INVERSE     Sbend              792.104   0.346 -5.1149E+02 -2.1360E-12 -4.2897E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233844
   2415  LXWDS              Drift              792.590   0.487 -5.1197E+02 -2.1393E-12 -4.2894E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233844
   2416  LZHR               Drift              792.935   0.344 -5.1232E+02 -2.1416E-12 -4.2892E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233844
   2417  LX086E             Drift              793.023   0.088 -5.1240E+02 -2.1421E-12 -4.2892E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233844
   2418  QFWOE              Quadrupole         793.483   0.461 -5.1286E+02 -2.1452E-12 -4.2890E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2419  LXW4               Drift              793.653   0.170 -5.1303E+02 -2.1464E-12 -4.2889E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2420  MQFWOE             Monitor            793.653   0.000 -5.1303E+02 -2.1464E-12 -4.2889E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2421  LX0QRFE            Drift              793.736   0.083 -5.1312E+02 -2.1469E-12 -4.2888E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2422  ZHQFWOE            Sbend              794.080   0.344 -5.1346E+02 -2.1492E-12 -4.2887E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2423  LXW5               Drift              794.753   0.673 -5.1413E+02 -2.1537E-12 -4.2883E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233264
   2424  BW2ORE_INVERSE     Sbend              795.100   0.346 -5.1448E+02 -2.1560E-12 -4.2882E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923440    0.9999625316    0.0027965845
   2425  LXW0               Drift              795.253   0.154 -5.1463E+02 -2.1570E-12 -4.2881E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923440    0.9999625316    0.0027965845
   2426  BW1ORE_INVERSE     Sbend              795.600   0.346 -5.1498E+02 -2.1594E-12 -4.2879E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233267
   2427  LXW1               Drift              795.853   0.254 -5.1523E+02 -2.1610E-12 -4.2878E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233267
   2428  BW1ORE             Sbend              796.200   0.346 -5.1558E+02 -2.1634E-12 -4.2876E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341748    0.9999625316    0.0006216322
   2429  LXW0               Drift              796.353   0.154 -5.1573E+02 -2.1644E-12 -4.2875E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341748    0.9999625316    0.0006216322
   2430  BW2ORE             Sbend              796.700   0.346 -5.1608E+02 -2.1667E-12 -4.2874E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233270
   2431  LXW1               Drift              796.953   0.254 -5.1633E+02 -2.1684E-12 -4.2872E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233270
   2432  BW2ORE_INVERSE     Sbend              797.300   0.346 -5.1668E+02 -2.1707E-12 -4.2871E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923439    0.9999625316    0.0027965851
   2433  LXW0               Drift              797.453   0.154 -5.1683E+02 -2.1717E-12 -4.2870E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923439    0.9999625316    0.0027965851
   2434  BW1ORE_INVERSE     Sbend              797.800   0.346 -5.1717E+02 -2.1740E-12 -4.2868E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233274
   2435  LXW2               Drift              798.483   0.684 -5.1786E+02 -2.1786E-12 -4.2865E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233274
   2436  BW1ORE             Sbend              798.830   0.346 -5.1820E+02 -2.1809E-12 -4.2863E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341749    0.9999625316    0.0006216330
   2437  LXW0               Drift              798.983   0.154 -5.1836E+02 -2.1819E-12 -4.2862E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341749    0.9999625316    0.0006216330
   2438  BW2ORE             Sbend              799.330   0.346 -5.1870E+02 -2.1843E-12 -4.2860E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233278
   2439  LXW1               Drift              799.583   0.254 -5.1896E+02 -2.1859E-12 -4.2859E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233278
   2440  BW2ORE_INVERSE     Sbend              799.930   0.346 -5.1930E+02 -2.1883E-12 -4.2857E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923438    0.9999625316    0.0027965860
   2441  LXW0               Drift              800.083   0.154 -5.1946E+02 -2.1893E-12 -4.2857E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923438    0.9999625316    0.0027965860
   2442  BW1ORE_INVERSE     Sbend              800.430   0.346 -5.1980E+02 -2.1916E-12 -4.2855E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233283
   2443  LXW1               Drift              800.683   0.254 -5.2005E+02 -2.1933E-12 -4.2854E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233283
   2444  BW1ORE             Sbend              801.030   0.346 -5.2040E+02 -2.1956E-12 -4.2852E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341750    0.9999625316    0.0006216339
   2445  LXW0               Drift              801.183   0.154 -5.2055E+02 -2.1966E-12 -4.2851E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341750    0.9999625316    0.0006216339
   2446  BW2ORE             Sbend              801.530   0.346 -5.2090E+02 -2.1989E-12 -4.2849E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233288
   2447  LXWDS              Drift              802.016   0.487 -5.2139E+02 -2.2022E-12 -4.2847E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233288
   2448  LZVR               Drift              802.361   0.344 -5.2173E+02 -2.2045E-12 -4.2845E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233288
   2449  LX086E             Drift              802.449   0.088 -5.2182E+02 -2.2051E-12 -4.2845E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625316    0.0017233288
   2450  QDWOE              Quadrupole         802.909   0.461 -5.2228E+02 -2.2082E-12 -4.2843E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2451  LXW4               Drift              803.079   0.170 -5.2245E+02 -2.2093E-12 -4.2842E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2452  MQDWOE1            Monitor            803.079   0.000 -5.2245E+02 -2.2093E-12 -4.2842E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2453  LXW5A              Drift              803.162   0.083 -5.2253E+02 -2.2098E-12 -4.2841E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2454  ZVQDWOE1           Sbend              803.506   0.344 -5.2287E+02 -2.2121E-12 -4.2840E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2455  LXW5B              Drift              804.179   0.673 -5.2355E+02 -2.2166E-12 -4.2836E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234678
   2456  BW1ORE             Sbend              804.525   0.346 -5.2389E+02 -2.2189E-12 -4.2834E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341917    0.9999625314    0.0006217724
   2457  LXW0               Drift              804.679   0.154 -5.2405E+02 -2.2200E-12 -4.2834E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341917    0.9999625314    0.0006217724
   2458  BW2ORE             Sbend              805.025   0.346 -5.2439E+02 -2.2223E-12 -4.2832E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234683
   2459  LXW1               Drift              805.279   0.254 -5.2464E+02 -2.2240E-12 -4.2831E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234683
   2460  BW2ORE_INVERSE     Sbend              805.625   0.346 -5.2499E+02 -2.2263E-12 -4.2829E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923268    0.9999625314    0.0027967254
   2461  LXW0               Drift              805.779   0.154 -5.2514E+02 -2.2273E-12 -4.2828E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923268    0.9999625314    0.0027967254
   2462  BW1ORE_INVERSE     Sbend              806.125   0.346 -5.2549E+02 -2.2296E-12 -4.2826E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234687
   2463  LXW1               Drift              806.379   0.254 -5.2574E+02 -2.2313E-12 -4.2825E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832504    0.9999625314    0.0017234687
   2464  BW1ORE             Sbend              806.725   0.346 -5.2609E+02 -2.2336E-12 -4.2823E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341919    0.9999625314    0.0006217732
   2465  LXW0               Drift              806.879   0.154 -5.2624E+02 -2.2347E-12 -4.2823E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341919    0.9999625314    0.0006217732
   2466  BW2ORE             Sbend              807.225   0.346 -5.2659E+02 -2.2370E-12 -4.2821E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234691
   2467  LXW2               Drift              807.909   0.684 -5.2727E+02 -2.2415E-12 -4.2818E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234691
   2468  BW2ORE_INVERSE     Sbend              808.255   0.346 -5.2762E+02 -2.2438E-12 -4.2816E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923267    0.9999625314    0.0027967261
   2469  LXW0               Drift              808.409   0.154 -5.2777E+02 -2.2449E-12 -4.2815E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923267    0.9999625314    0.0027967261
   2470  BW1ORE_INVERSE     Sbend              808.755   0.346 -5.2812E+02 -2.2472E-12 -4.2813E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234694
   2471  LXW1               Drift              809.009   0.254 -5.2837E+02 -2.2489E-12 -4.2812E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234694
   2472  BW1ORE             Sbend              809.355   0.346 -5.2872E+02 -2.2512E-12 -4.2810E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341919    0.9999625314    0.0006217738
   2473  LXW0               Drift              809.509   0.154 -5.2887E+02 -2.2522E-12 -4.2810E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341919    0.9999625314    0.0006217738
   2474  BW2ORE             Sbend              809.855   0.346 -5.2922E+02 -2.2545E-12 -4.2808E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234696
   2475  LXW1               Drift              810.109   0.254 -5.2947E+02 -2.2562E-12 -4.2807E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234696
   2476  BW2ORE_INVERSE     Sbend              810.455   0.346 -5.2981E+02 -2.2585E-12 -4.2805E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923266    0.9999625314    0.0027967265
   2477  LXW0               Drift              810.609   0.154 -5.2997E+02 -2.2596E-12 -4.2804E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923266    0.9999625314    0.0027967265
   2478  BW1ORE_INVERSE     Sbend              810.955   0.346 -5.3031E+02 -2.2619E-12 -4.2802E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234698
   2479  LXWDS              Drift              811.442   0.487 -5.3080E+02 -2.2651E-12 -4.2800E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234698
   2480  LZHR               Drift              811.786   0.344 -5.3114E+02 -2.2674E-12 -4.2798E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234698
   2481  LX086E             Drift              811.874   0.088 -5.3123E+02 -2.2680E-12 -4.2798E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625314    0.0017234698
   2482  QR2ORE             Quadrupole         812.335   0.461 -5.3169E+02 -2.2711E-12 -4.2795E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2483  LXW4               Drift              812.505   0.170 -5.3186E+02 -2.2722E-12 -4.2795E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2484  MQR2ORE            Monitor            812.505   0.000 -5.3186E+02 -2.2722E-12 -4.2795E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2485  LX0QRFE            Drift              812.587   0.083 -5.3194E+02 -2.2728E-12 -4.2794E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2486  ZHQR2ORE           Sbend              812.932   0.344 -5.3229E+02 -2.2751E-12 -4.2792E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2487  LXW5               Drift              813.605   0.673 -5.3296E+02 -2.2796E-12 -4.2789E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2488  BW2ORE_INVERSE     Sbend              813.951   0.346 -5.3331E+02 -2.2819E-12 -4.2787E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967042
   2489  LXW0               Drift              814.105   0.154 -5.3346E+02 -2.2829E-12 -4.2787E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967042
   2490  BW1ORE_INVERSE     Sbend              814.451   0.346 -5.3381E+02 -2.2852E-12 -4.2785E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2491  LXW1               Drift              814.705   0.254 -5.3406E+02 -2.2869E-12 -4.2784E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234472
   2492  BW1ORE             Sbend              815.051   0.346 -5.3440E+02 -2.2892E-12 -4.2782E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217516
   2493  LXW0               Drift              815.205   0.154 -5.3456E+02 -2.2902E-12 -4.2781E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217516
   2494  BW2ORE             Sbend              815.551   0.346 -5.3490E+02 -2.2926E-12 -4.2779E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234471
   2495  LXW1               Drift              815.805   0.254 -5.3516E+02 -2.2943E-12 -4.2778E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234471
   2496  BW2ORE_INVERSE     Sbend              816.151   0.346 -5.3550E+02 -2.2966E-12 -4.2776E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967041
   2497  LXW0               Drift              816.305   0.154 -5.3566E+02 -2.2976E-12 -4.2776E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967041
   2498  BW1ORE_INVERSE     Sbend              816.651   0.346 -5.3600E+02 -2.2999E-12 -4.2774E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234471
   2499  LXW2               Drift              817.335   0.684 -5.3669E+02 -2.3045E-12 -4.2770E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234471
   2500  BW1ORE             Sbend              817.681   0.346 -5.3703E+02 -2.3068E-12 -4.2769E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217515
   2501  LXW0               Drift              817.835   0.154 -5.3719E+02 -2.3078E-12 -4.2768E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217515
   2502  BW2ORE             Sbend              818.181   0.346 -5.3753E+02 -2.3101E-12 -4.2766E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234469
   2503  LXW1               Drift              818.435   0.254 -5.3778E+02 -2.3118E-12 -4.2765E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234469
   2504  BW2ORE_INVERSE     Sbend              818.781   0.346 -5.3813E+02 -2.3141E-12 -4.2763E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967038
   2505  LXW0               Drift              818.935   0.154 -5.3828E+02 -2.3151E-12 -4.2762E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923291    0.9999625314    0.0027967038
   2506  BW1ORE_INVERSE     Sbend              819.281   0.346 -5.3863E+02 -2.3175E-12 -4.2761E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234468
   2507  LXW1               Drift              819.535   0.254 -5.3888E+02 -2.3192E-12 -4.2759E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234468
   2508  BW1ORE             Sbend              819.881   0.346 -5.3923E+02 -2.3215E-12 -4.2758E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217511
   2509  LXW0               Drift              820.035   0.154 -5.3938E+02 -2.3225E-12 -4.2757E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341890    0.9999625314    0.0006217511
   2510  BW2ORE             Sbend              820.381   0.346 -5.3973E+02 -2.3248E-12 -4.2755E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234466
   2511  LXWDS              Drift              820.868   0.487 -5.4021E+02 -2.3281E-12 -4.2753E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234466
   2512  LZVR               Drift              821.212   0.344 -5.4056E+02 -2.3304E-12 -4.2751E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234466
   2513  LX086E             Drift              821.300   0.088 -5.4065E+02 -2.3309E-12 -4.2751E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625314    0.0017234466
   2514  QR3ORE             Quadrupole         821.761   0.461 -5.4111E+02 -2.3340E-12 -4.2748E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2515  LXW4               Drift              821.931   0.170 -5.4128E+02 -2.3351E-12 -4.2747E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2516  MQR3ORE            Monitor            821.931   0.000 -5.4128E+02 -2.3351E-12 -4.2747E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2517  LXW5A              Drift              822.013   0.083 -5.4136E+02 -2.3357E-12 -4.2747E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2518  ZVQR3ORE           Sbend              822.358   0.344 -5.4170E+02 -2.3380E-12 -4.2745E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2519  LXW5B              Drift              823.031   0.673 -5.4237E+02 -2.3425E-12 -4.2742E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233615
   2520  BW1ORE             Sbend              823.377   0.346 -5.4272E+02 -2.3448E-12 -4.2740E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341788    0.9999625315    0.0006216665
   2521  LXW0               Drift              823.531   0.154 -5.4287E+02 -2.3458E-12 -4.2739E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341788    0.9999625315    0.0006216665
   2522  BW2ORE             Sbend              823.877   0.346 -5.4322E+02 -2.3481E-12 -4.2738E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233613
   2523  LXW1               Drift              824.131   0.254 -5.4347E+02 -2.3498E-12 -4.2736E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233613
   2524  BW2ORE_INVERSE     Sbend              824.477   0.346 -5.4382E+02 -2.3521E-12 -4.2735E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923396    0.9999625315    0.0027966188
   2525  LXW0               Drift              824.631   0.154 -5.4397E+02 -2.3532E-12 -4.2734E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923396    0.9999625315    0.0027966188
   2526  BW1ORE_INVERSE     Sbend              824.977   0.346 -5.4432E+02 -2.3555E-12 -4.2732E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233611
   2527  LXW1               Drift              825.231   0.254 -5.4457E+02 -2.3572E-12 -4.2731E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233611
   2528  BW1ORE             Sbend              825.577   0.346 -5.4492E+02 -2.3595E-12 -4.2729E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341787    0.9999625315    0.0006216661
   2529  LXW0               Drift              825.731   0.154 -5.4507E+02 -2.3605E-12 -4.2728E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341787    0.9999625315    0.0006216661
   2530  BW2ORE             Sbend              826.077   0.346 -5.4542E+02 -2.3628E-12 -4.2727E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233609
   2531  LXW2               Drift              826.761   0.684 -5.4610E+02 -2.3674E-12 -4.2723E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233609
   2532  BW2ORE_INVERSE     Sbend              827.107   0.346 -5.4645E+02 -2.3697E-12 -4.2722E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923397    0.9999625315    0.0027966185
   2533  LXW0               Drift              827.261   0.154 -5.4660E+02 -2.3707E-12 -4.2721E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923397    0.9999625315    0.0027966185
   2534  BW1ORE_INVERSE     Sbend              827.607   0.346 -5.4694E+02 -2.3730E-12 -4.2719E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233607
   2535  LXW1               Drift              827.861   0.254 -5.4720E+02 -2.3747E-12 -4.2718E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233607
   2536  BW1ORE             Sbend              828.207   0.346 -5.4754E+02 -2.3771E-12 -4.2716E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341787    0.9999625315    0.0006216657
   2537  LXW0               Drift              828.361   0.154 -5.4770E+02 -2.3781E-12 -4.2715E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0086341787    0.9999625315    0.0006216657
   2538  BW2ORE             Sbend              828.707   0.346 -5.4804E+02 -2.3804E-12 -4.2714E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233605
   2539  LXW1               Drift              828.961   0.254 -5.4830E+02 -2.3821E-12 -4.2712E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832503    0.9999625315    0.0017233605
   2540  BW2ORE_INVERSE     Sbend              829.307   0.346 -5.4864E+02 -2.3844E-12 -4.2711E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923397    0.9999625315    0.0027966181
   2541  LXW0               Drift              829.461   0.154 -5.4880E+02 -2.3854E-12 -4.2710E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0081923397    0.9999625315    0.0027966181
   2542  BW1ORE_INVERSE     Sbend              829.807   0.346 -5.4914E+02 -2.3877E-12 -4.2708E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233604
   2543  LXWDS              Drift              830.294   0.487 -5.4963E+02 -2.3910E-12 -4.2706E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233604
   2544  LZHR               Drift              830.638   0.344 -5.4997E+02 -2.3933E-12 -4.2704E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233604
   2545  LX086E             Drift              830.726   0.088 -5.5006E+02 -2.3939E-12 -4.2704E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832502    0.9999625315    0.0017233604
   2546  QR4ORE             Quadrupole         831.187   0.461 -5.5052E+02 -2.3969E-12 -4.2701E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
   2547  LXW4               Drift              831.356   0.170 -5.5069E+02 -2.3981E-12 -4.2700E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
   2548  MQR4ORE            Monitor            831.356   0.000 -5.5069E+02 -2.3981E-12 -4.2700E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
   2549  LX0QRFE            Drift              831.439   0.083 -5.5077E+02 -2.3986E-12 -4.2700E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
   2550  ZHQR4ORE           Sbend              831.784   0.344 -5.5112E+02 -2.4009E-12 -4.2698E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
   2551  LXW5               Drift              832.457   0.673 -5.5179E+02 -2.4054E-12 -4.2695E+02 -4.6624E+00  6.6764E-15  3.1388E-15    0.0084832501    0.9999625315    0.0017233834
